Estilo,Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
seda,2014,111.0,4.0,61.15492,34600
SUV 4 portas,2016,182.0,4.0,46.67086,35725
SUV 4 portas,2008,252.0,6.0,35.40548,23549
cupe,2011,330.0,6.0,40.2335,43350
perua,2008,340.0,8.0,35.40548,33880
minivan de passageiros,2015,283.0,6.0,40.2335,24245
seda,1991,130.0,5.0,38.62416,2000
seda,2015,329.0,6.0,46.67086,48590
seda,2016,180.0,4.0,51.49888,24065
seda,2016,199.0,4.0,62.76426,32195
hatchback 4 portas,2007,127.0,4.0,45.06152,14699
SUV 4 portas,2011,332.0,8.0,37.01482,61770
picape cabine dupla,2016,365.0,6.0,40.2335,58885
SUV 4 portas,2009,264.0,6.0,38.62416,31415
conversivel,2008,268.0,6.0,40.2335,54500
seda,2016,241.0,4.0,49.88954,40950
seda,2016,450.0,8.0,43.45218,70900
picape cabine estendida,1992,230.0,8.0,25.74944,2000
seda,2015,370.0,8.0,40.2335,33595
picape cabine dupla,2015,317.0,8.0,27.35878,43860
SUV Conversível,1996,95.0,4.0,38.62416,2000
SUV 4 portas,2006,250.0,6.0,33.79614,33895
picape cabine simples,2004,300.0,8.0,28.96812,41620
hatchback 2 portas,1994,136.0,4.0,38.62416,2000
cupe,1998,280.0,8.0,38.62416,2411
seda,1994,100.0,4.0,40.2335,2000
cupe,2008,219.0,6.0,41.84284,23100
cupe,1998,240.0,6.0,40.2335,2155
seda,2016,302.0,6.0,45.06152,55600
perua,2002,122.0,4.0,49.88954,14799
seda,2000,130.0,4.0,40.2335,2146
picape cabine dupla,2008,210.0,6.0,30.57746,26590
picape cabine dupla,2015,261.0,6.0,33.79614,32560
SUV 4 portas,2016,325.0,6.0,37.01482,46950
hatchback 2 portas,2007,172.0,6.0,38.62416,21695
cupe,2008,382.0,8.0,35.40548,55150
perua,2015,287.0,6.0,37.01482,34050
hatchback 4 portas,2010,158.0,4.0,41.84284,20275
seda,2015,303.0,4.0,37.01482,37995
seda,2015,204.0,6.0,43.45218,43690
seda,2004,205.0,6.0,37.01482,24999
SUV 4 portas,2015,355.0,4.0,46.67086,48300
seda,2004,205.0,6.0,43.45218,30035
seda,2015,196.0,4.0,72.4203,35055
picape cabine estendida,2015,261.0,6.0,33.79614,31750
SUV 4 portas,2016,302.0,4.0,46.67086,41350
SUV 4 portas,2017,290.0,6.0,43.45218,48360
seda,2009,275.0,8.0,37.01482,49230
seda,2017,386.0,8.0,38.62416,72520
minivan de passageiros,2010,251.0,6.0,40.2335,38600
hatchback 2 portas,2001,225.0,6.0,41.84284,37700
picape cabine simples,1993,180.0,6.0,25.74944,2000
SUV 4 portas,2015,170.0,4.0,53.10822,22790
minivan de passageiros,2007,240.0,6.0,37.01482,20205
seda,1993,315.0,8.0,28.96812,3613
picape cabine estendida,2003,120.0,4.0,40.2335,20780
seda,2002,110.0,4.0,51.49888,14090
SUV 4 portas,2014,240.0,4.0,38.62416,41700
hatchback 2 portas,1991,152.0,4.0,38.62416,2000
SUV 4 portas,2016,176.0,4.0,46.67086,32910
picape cabine dupla,2015,285.0,6.0,38.62416,38635
conversivel,2015,158.0,4.0,45.06152,29265
seda,2015,231.0,4.0,49.88954,32780
perua,1990,150.0,8.0,35.40548,2000
hatchback 2 portas,1992,63.0,4.0,59.54558,2000
SUV 4 portas,2009,285.0,6.0,32.1868,32760
conversivel,2015,210.0,4.0,49.88954,31495
hatchback 2 portas,2014,138.0,4.0,56.3269,17800
picape cabine dupla,2017,355.0,8.0,35.40548,41265
hatchback 4 portas,2011,108.0,4.0,56.3269,12115
SUV 4 portas,2016,227.0,4.0,43.45218,44015
picape cabine dupla,2010,210.0,6.0,28.96812,29275
seda,1993,176.0,5.0,38.62416,2000
conversivel,2014,170.0,4.0,51.49888,27295
SUV 4 portas,2015,245.0,4.0,45.06152,37595
SUV 4 portas,2016,184.0,4.0,48.2802,24445
conversivel,2008,150.0,5.0,45.06152,24315
SUV 4 portas,2015,300.0,6.0,43.45218,39100
seda,2012,328.0,6.0,40.2335,41500
seda,2014,210.0,4.0,53.10822,24535
SUV 2 portas,1991,150.0,6.0,35.40548,2000
picape cabine estendida,2017,381.0,8.0,27.35878,34670
hatchback 4 portas,2015,240.0,4.0,53.10822,41850
hatchback 2 portas,2013,94.0,4.0,59.54558,15495
seda,2017,147.0,4.0,59.54558,22350
picape cabine simples,2004,202.0,6.0,28.96812,25730
SUV 4 portas,2015,365.0,6.0,32.1868,65055
conversivel,2009,210.0,4.0,43.45218,42130
SUV 4 portas,2016,185.0,4.0,46.67086,26400
seda,2016,208.0,4.0,49.88954,37650
seda,1993,114.0,4.0,40.2335,2000
seda,2016,300.0,6.0,43.45218,41900
conversivel,2003,280.0,8.0,35.40548,39310
minivan de passageiros,2001,180.0,6.0,35.40548,23525
seda,2003,175.0,6.0,41.84284,21235
seda,2016,310.0,6.0,49.88954,60450
SUV 4 portas,2016,280.0,6.0,37.01482,46745
cupe,2017,350.0,6.0,41.84284,45490
seda,2012,220.0,4.0,46.67086,34340
SUV 2 portas,2000,190.0,6.0,25.74944,2463
seda,2010,302.0,6.0,43.45218,55945
perua,1997,222.0,5.0,38.62416,2000
SUV 4 portas,2015,355.0,8.0,35.40548,61925
seda,2015,188.0,4.0,62.76426,35190
picape cabine simples,1998,255.0,8.0,28.96812,2847
cupe,1998,115.0,4.0,56.3269,2000
perua,2001,122.0,4.0,48.2802,16499
seda,1999,349.0,8.0,33.79614,5878
perua,1998,181.0,6.0,37.01482,2200
perua,2012,318.0,6.0,41.84284,46090
seda,2015,330.0,6.0,38.62416,53500
hatchback 2 portas,1993,135.0,4.0,41.84284,2000
picape cabine dupla,2015,381.0,8.0,28.96812,39500
seda,2015,192.0,4.0,54.71756,24340
seda,2014,210.0,4.0,53.10822,28855
conversivel,2016,170.0,4.0,54.71756,28070
picape cabine simples,1998,220.0,8.0,27.35878,3338
SUV 4 portas,2017,355.0,8.0,35.40548,52915
picape cabine simples,1998,200.0,6.0,33.79614,2580
cupe,2008,155.0,4.0,49.88954,20180
hatchback 4 portas,2015,220.0,4.0,53.10822,30980
minivan de passageiros,2007,170.0,6.0,38.62416,22995
seda,2017,252.0,4.0,54.71756,47600
SUV 4 portas,2012,256.0,6.0,33.79614,32595
seda,2015,200.0,4.0,61.15492,27995
seda,2016,300.0,6.0,49.88954,47950
picape cabine estendida,2007,295.0,8.0,28.96812,29380
SUV 4 portas,2006,223.0,6.0,37.01482,36370
picape cabine dupla,2017,278.0,6.0,38.62416,29690
hatchback 2 portas,2017,210.0,4.0,51.49888,26095
seda,2003,255.0,6.0,38.62416,29100
SUV 4 portas,2016,185.0,4.0,40.2335,30490
hatchback 4 portas,2015,99.0,4.0,74.02964,20340
seda,2005,220.0,6.0,37.01482,38875
van de carga,2002,175.0,6.0,24.1401,19320
seda,2014,195.0,4.0,72.4203,31905
SUV 4 portas,2017,141.0,4.0,53.10822,19365
SUV 4 portas,2016,176.0,4.0,49.88954,26270
SUV 2 portas,2003,190.0,6.0,28.96812,23745
SUV 4 portas,2009,285.0,6.0,32.1868,35615
SUV 4 portas,2015,182.0,4.0,46.67086,34815
seda,2015,329.0,6.0,46.67086,62350
SUV 4 portas,2009,276.0,6.0,33.79614,26245
picape cabine estendida,2010,261.0,6.0,30.57746,25645
cupe,2016,185.0,4.0,56.3269,28845
conversivel,2017,455.0,8.0,40.2335,47905
cupe,2008,268.0,6.0,40.2335,46450
SUV 4 portas,1996,120.0,4.0,37.01482,2000
cupe,2016,455.0,8.0,40.2335,36300
hatchback 4 portas,2015,197.0,4.0,56.3269,21435
seda,2008,306.0,6.0,38.62416,32250
seda,2014,306.0,6.0,45.06152,39615
seda,2017,300.0,6.0,43.45218,46650
seda,1992,150.0,6.0,38.62416,2000
picape cabine estendida,2015,285.0,6.0,38.62416,30130
SUV 4 portas,1999,255.0,8.0,27.35878,3420
SUV 4 portas,2015,280.0,6.0,37.01482,48745
minivan de passageiros,1998,180.0,6.0,37.01482,2000
conversivel,2002,115.0,4.0,43.45218,21475
seda,2015,220.0,4.0,49.88954,39700
cupe,1990,238.0,8.0,25.74944,2323
seda,2001,122.0,4.0,48.2802,14999
SUV 4 portas,2010,171.0,4.0,41.84284,24200
picape cabine estendida,1994,150.0,6.0,32.1868,2040
seda,2016,184.0,4.0,57.93624,24490
seda,2002,275.0,8.0,37.01482,39895
perua,2007,127.0,4.0,43.45218,16949
picape cabine estendida,2015,285.0,6.0,35.40548,34110
minivan de passageiros,2006,196.0,6.0,33.79614,33250
seda,2017,175.0,4.0,54.71756,28840
picape cabine simples,2007,195.0,6.0,33.79614,20515
conversivel,2009,173.0,4.0,46.67086,27790
hatchback 4 portas,2008,170.0,5.0,46.67086,17575
hatchback 4 portas,2017,170.0,4.0,57.93624,21595
seda,2000,215.0,6.0,41.84284,2484
SUV 4 portas,2011,161.0,4.0,45.06152,26390
hatchback 4 portas,2015,292.0,4.0,48.2802,36595
cupe,2015,143.0,4.0,61.15492,21190
seda,2017,304.0,6.0,45.06152,45295
picape cabine dupla,2008,310.0,8.0,28.96812,31445
picape cabine simples,1997,200.0,6.0,28.96812,2749
cupe,2016,348.0,6.0,40.2335,28150
perua,1996,260.0,8.0,38.62416,2212
hatchback 2 portas,2015,170.0,4.0,53.10822,25095
picape cabine dupla,2017,381.0,8.0,27.35878,46010
seda,2003,255.0,6.0,40.2335,32315
seda,2016,268.0,6.0,49.88954,34400
picape cabine dupla,2013,332.0,8.0,37.01482,51935
seda,2015,184.0,4.0,56.3269,19000
SUV 4 portas,2009,337.0,8.0,35.40548,30995
perua,1992,113.0,4.0,41.84284,2000
picape cabine estendida,2017,310.0,8.0,30.57746,30020
seda,2009,239.0,8.0,38.62416,46385
minivan de passageiros,1997,140.0,6.0,35.40548,2000
hatchback 4 portas,2015,138.0,4.0,59.54558,13990
seda,2014,173.0,4.0,49.88954,23295
seda,2015,241.0,4.0,43.45218,42575
SUV 4 portas,2016,355.0,8.0,35.40548,62700
cupe,2006,157.0,4.0,48.2802,19530
perua,2016,164.0,4.0,49.88954,21300
seda,2014,210.0,4.0,53.10822,26825
conversivel,2007,306.0,6.0,37.01482,36550
picape cabine dupla,2017,278.0,6.0,38.62416,31740
seda,2016,130.0,4.0,61.15492,22170
van de passageiros,2013,255.0,8.0,24.1401,35245
SUV 2 portas,1990,140.0,6.0,32.1868,2000
SUV 4 portas,2003,197.0,6.0,27.35878,29627
seda,2001,122.0,4.0,48.2802,15899
hatchback 2 portas,2015,210.0,4.0,49.88954,28115
conversivel,2015,210.0,4.0,46.67086,35095
seda,2015,138.0,4.0,56.3269,14245
hatchback 4 portas,2016,215.0,4.0,46.67086,30020
perua,2015,250.0,5.0,45.06152,44650
seda,2012,180.0,4.0,48.2802,26199
cupe,2002,130.0,4.0,49.88954,14315
seda,2017,292.0,6.0,43.45218,45270
cupe,1996,164.0,6.0,35.40548,2231
picape cabine simples,2015,285.0,6.0,38.62416,33595
SUV 4 portas,2015,340.0,6.0,30.57746,55300
seda,2011,210.0,4.0,43.45218,38115
hatchback 2 portas,1994,81.0,4.0,53.10822,2000
seda,2015,143.0,4.0,62.76426,21190
hatchback 4 portas,2013,100.0,4.0,54.71756,15560
conversivel,2014,204.0,6.0,48.2802,42860
picape cabine dupla,2010,390.0,8.0,32.1868,39035
SUV 4 portas,2001,220.0,6.0,33.79614,33955
seda,2017,170.0,4.0,54.71756,22440
cupe,2012,230.0,6.0,45.06152,31200
seda,2012,200.0,4.0,51.49888,24845
seda,2001,125.0,4.0,45.06152,12445
SUV 4 portas,2012,256.0,6.0,33.79614,35895
SUV 4 portas,2016,365.0,6.0,35.40548,55145
perua,2017,252.0,4.0,45.06152,47000
hatchback 4 portas,2017,174.0,4.0,64.3736,20500
SUV 4 portas,2017,279.0,6.0,45.06152,42220
picape cabine dupla,2016,285.0,6.0,35.40548,43505
van de carga,2014,225.0,8.0,25.74944,31420
SUV 4 portas,2003,165.0,6.0,30.57746,22130
hatchback 2 portas,1993,100.0,4.0,46.67086,2000
SUV 4 portas,2003,165.0,6.0,33.79614,22907
SUV 4 portas,2016,281.0,6.0,35.40548,33205
SUV 4 portas,2016,290.0,6.0,43.45218,49440
hatchback 2 portas,2012,200.0,4.0,49.88954,29995
seda,2017,268.0,6.0,48.2802,41050
picape cabine estendida,2009,207.0,6.0,30.57746,22150
SUV 4 portas,2007,185.0,6.0,37.01482,23965
cupe,2016,292.0,4.0,43.45218,51900
perua,2015,240.0,4.0,59.54558,35950
picape cabine dupla,2015,355.0,8.0,37.01482,42270
SUV 4 portas,2017,245.0,4.0,46.67086,35600
seda,2016,268.0,4.0,38.62416,31595
minivan de passageiros,2015,283.0,6.0,40.2335,29995
picape cabine dupla,2015,159.0,4.0,38.62416,23075
SUV 4 portas,2006,250.0,6.0,33.79614,34295
hatchback 4 portas,2016,210.0,4.0,53.10822,26695
seda,2008,173.0,4.0,51.49888,19695
seda,2017,268.0,4.0,38.62416,32195
cupe,2017,305.0,6.0,48.2802,26995
seda,2017,300.0,6.0,48.2802,37870
SUV 4 portas,2017,303.0,6.0,40.2335,53475
SUV 4 portas,2015,325.0,6.0,38.62416,45850
conversivel,1993,141.0,6.0,41.84284,2000
SUV 4 portas,2016,182.0,4.0,51.49888,23975
picape cabine dupla,2016,355.0,8.0,37.01482,40930
SUV 4 portas,2016,182.0,4.0,51.49888,28300
seda,2017,300.0,6.0,48.2802,35675
SUV 2 portas,2016,240.0,4.0,48.2802,53775
picape cabine simples,2002,120.0,4.0,40.2335,13975
SUV 4 portas,2000,190.0,6.0,32.1868,2756
seda,2009,275.0,8.0,37.01482,51460
seda,2012,180.0,4.0,48.2802,26199
picape cabine estendida,1999,220.0,8.0,27.35878,3241
hatchback 4 portas,2015,240.0,4.0,53.10822,41850
cupe,1999,200.0,4.0,38.62416,3367
hatchback 4 portas,2016,211.0,4.0,49.88954,28020
SUV 2 portas,2004,190.0,6.0,28.96812,24055
perua,2015,181.0,4.0,41.84284,29065
hatchback 2 portas,2016,201.0,4.0,53.10822,23950
SUV 4 portas,2017,355.0,8.0,35.40548,55345
SUV 4 portas,2016,270.0,6.0,40.2335,37315
picape cabine dupla,2008,345.0,8.0,30.57746,33730
hatchback 2 portas,2016,130.0,4.0,62.76426,20945
picape cabine estendida,2017,381.0,8.0,27.35878,34340
SUV 4 portas,2016,303.0,6.0,41.84284,38260
minivan de passageiros,2007,240.0,6.0,37.01482,23280
hatchback 4 portas,2016,99.0,4.0,74.02964,24495
SUV 4 portas,2017,146.0,4.0,54.71756,24990
picape cabine dupla,2009,310.0,8.0,28.96812,35100
hatchback 2 portas,2014,201.0,4.0,53.10822,22300
seda,2015,148.0,4.0,59.54558,22295
seda,2006,280.0,8.0,37.01482,39285
picape cabine dupla,2016,305.0,6.0,38.62416,33195
seda,1995,172.0,6.0,38.62416,2000
seda,2011,108.0,4.0,56.3269,11965
seda,2000,145.0,4.0,46.67086,2251
seda,2001,145.0,4.0,45.06152,24895
picape cabine simples,1998,220.0,8.0,25.74944,3099
seda,2001,210.0,6.0,40.2335,31025
hatchback 4 portas,2015,184.0,4.0,59.54558,25395
conversivel,1992,94.0,4.0,46.67086,2000
picape cabine dupla,2008,310.0,8.0,25.74944,30655
SUV 2 portas,1992,160.0,6.0,35.40548,2000
cupe,2017,248.0,4.0,56.3269,33150
picape cabine estendida,2015,310.0,8.0,30.57746,28510
seda,2017,201.0,4.0,56.3269,34980
seda,2017,189.0,4.0,51.49888,24415
SUV 4 portas,2011,332.0,8.0,37.01482,53950
van de passageiros,2014,310.0,8.0,27.35878,30970
van de passageiros,1996,199.0,6.0,24.1401,2000
seda,2013,305.0,6.0,41.84284,43185
picape cabine dupla,2015,317.0,8.0,27.35878,40370
minivan de passageiros,1990,106.0,4.0,30.57746,2000
seda,2014,280.0,6.0,46.67086,41960
SUV 4 portas,2010,260.0,6.0,33.79614,25750
picape cabine estendida,1997,190.0,6.0,30.57746,2767
cupe,2017,174.0,4.0,64.3736,26225
seda,2015,200.0,4.0,51.49888,34275
seda,2016,255.0,6.0,61.15492,57350
cupe,1991,74.0,4.0,54.71756,2000
SUV 4 portas,2002,165.0,6.0,30.57746,25087
seda,2015,196.0,4.0,57.93624,22340
SUV 4 portas,2009,166.0,4.0,40.2335,22385
SUV 2 portas,1996,95.0,4.0,41.84284,2000
seda,2006,300.0,8.0,37.01482,51375
SUV 4 portas,2012,400.0,8.0,32.1868,60000
picape cabine simples,1993,116.0,4.0,32.1868,2013
SUV 4 portas,2016,290.0,6.0,41.84284,49440
picape cabine simples,1998,150.0,4.0,35.40548,2540
seda,1993,389.0,12.0,24.1401,3108
SUV 4 portas,2011,177.0,4.0,49.88954,30570
seda,2016,335.0,6.0,45.06152,60285
hatchback 2 portas,2015,170.0,4.0,53.10822,26195
hatchback 4 portas,2006,126.0,4.0,45.06152,16299
seda,2009,138.0,4.0,48.2802,16450
seda,2015,130.0,4.0,62.76426,17380
perua,2017,134.0,4.0,62.76426,26675
seda,2014,210.0,4.0,51.49888,30875
perua,2014,170.0,5.0,48.2802,24885
hatchback 4 portas,2017,188.0,4.0,53.10822,24830
SUV 4 portas,2017,256.0,6.0,43.45218,38195
conversivel,2015,325.0,6.0,38.62416,53400
cupe,1995,322.0,12.0,30.57746,5858
hatchback 2 portas,1993,73.0,3.0,53.10822,2000
hatchback 2 portas,2015,150.0,4.0,65.98294,29625
seda,1994,170.0,6.0,41.84284,2000
seda,2011,185.0,4.0,46.67086,24849
SUV 4 portas,2011,297.0,6.0,38.62416,37400
seda,2006,245.0,6.0,40.2335,45100
SUV 4 portas,2017,295.0,6.0,41.84284,44900
SUV 4 portas,2017,138.0,4.0,48.2802,22500
seda,2014,204.0,6.0,43.45218,38635
SUV 4 portas,2002,188.0,8.0,25.74944,33350
perua,1993,113.0,4.0,41.84284,2000
hatchback 4 portas,2015,170.0,4.0,57.93624,24895
picape cabine dupla,2010,210.0,6.0,28.96812,28255
hatchback 4 portas,2014,168.0,4.0,46.67086,21945
seda,2015,240.0,4.0,53.10822,39500
SUV 4 portas,2016,250.0,4.0,49.88954,42180
seda,1993,81.0,4.0,48.2802,2000
cupe,2015,323.0,6.0,45.06152,23705
seda,1992,96.0,4.0,48.2802,2000
seda,2002,130.0,4.0,45.06152,15700
seda,2016,404.0,6.0,41.84284,67570
SUV 4 portas,2017,170.0,4.0,51.49888,29195
picape cabine estendida,1999,220.0,8.0,27.35878,3188
seda,2012,328.0,6.0,43.45218,45450
minivan de passageiros,2006,201.0,6.0,37.01482,30250
minivan de passageiros,1995,161.0,4.0,32.1868,2000
cupe,2013,276.0,6.0,41.84284,66800
minivan de carga,1995,135.0,6.0,35.40548,2000
picape cabine estendida,2016,278.0,6.0,37.01482,30530
minivan de carga,2016,169.0,4.0,46.67086,23675
minivan de passageiros,2005,200.0,6.0,37.01482,28515
picape cabine estendida,2016,285.0,6.0,38.62416,35825
seda,1991,150.0,6.0,38.62416,2000
picape cabine estendida,2007,210.0,6.0,32.1868,23020
hatchback 4 portas,2017,188.0,4.0,48.2802,26940
picape cabine estendida,2015,285.0,6.0,35.40548,37730
conversivel,2014,335.0,6.0,38.62416,65800
SUV 4 portas,2016,303.0,6.0,41.84284,53475
SUV 4 portas,2015,182.0,4.0,51.49888,26560
picape cabine simples,2016,282.0,6.0,40.2335,32210
hatchback 2 portas,2015,179.0,4.0,49.88954,23190
seda,2015,120.0,4.0,57.93624,14455
SUV 4 portas,2005,215.0,6.0,27.35878,35799
seda,2016,185.0,4.0,59.54558,24005
SUV 4 portas,2016,184.0,4.0,48.2802,29470
seda,1993,113.0,4.0,49.88954,2000
hatchback 4 portas,2017,130.0,4.0,59.54558,20265
seda,2011,227.0,6.0,43.45218,35675
SUV 4 portas,2016,355.0,8.0,37.01482,54730
cupe,2015,173.0,4.0,54.71756,19590
minivan de passageiros,2014,260.0,6.0,40.2335,33750
SUV 4 portas,2016,170.0,4.0,51.49888,30080
SUV 4 portas,2016,279.0,6.0,45.06152,38170
seda,2016,220.0,4.0,49.88954,40100
picape cabine estendida,2015,236.0,6.0,33.79614,23960
picape cabine dupla,2009,292.0,8.0,33.79614,31145
seda,1992,130.0,5.0,38.62416,2000
SUV 4 portas,2017,182.0,4.0,45.06152,29050
seda,2014,333.0,6.0,41.84284,48100
conversivel,1996,222.0,6.0,35.40548,3624
hatchback 4 portas,2015,138.0,4.0,59.54558,20245
SUV 4 portas,2010,210.0,6.0,33.79614,23250
picape cabine estendida,2008,210.0,6.0,32.1868,26170
perua,2008,260.0,6.0,35.40548,28880
seda,2005,200.0,6.0,40.2335,23335
picape cabine dupla,2016,261.0,6.0,33.79614,31840
picape cabine dupla,2016,325.0,6.0,41.84284,42425
seda,2017,241.0,4.0,48.2802,53980
SUV 4 portas,2016,250.0,4.0,45.06152,52050
seda,2017,184.0,4.0,54.71756,21945
SUV 4 portas,2017,240.0,4.0,45.06152,41250
cupe,2015,200.0,4.0,48.2802,25695
seda,1997,210.0,6.0,35.40548,2032
seda,2008,325.0,8.0,33.79614,50250
SUV 4 portas,2010,260.0,6.0,32.1868,28410
SUV 4 portas,2017,420.0,8.0,35.40548,73395
perua,2007,127.0,4.0,43.45218,14899
SUV 4 portas,2016,175.0,4.0,45.06152,27550
perua,2015,181.0,4.0,41.84284,30515
SUV 2 portas,1993,160.0,6.0,33.79614,2000
hatchback 2 portas,2008,150.0,5.0,46.67086,20525
seda,2016,306.0,6.0,45.06152,40870
perua,2015,130.0,4.0,48.2802,17190
picape cabine dupla,2015,381.0,8.0,27.35878,37030
SUV 4 portas,2009,337.0,8.0,32.1868,32995
picape cabine dupla,2009,310.0,8.0,30.57746,29725
hatchback 4 portas,2017,184.0,4.0,53.10822,23895
hatchback 4 portas,2016,155.0,4.0,64.3736,24295
minivan de passageiros,2003,185.0,6.0,38.62416,22465
SUV 4 portas,2011,260.0,6.0,35.40548,34395
SUV 4 portas,2015,182.0,4.0,51.49888,35490
seda,2009,107.0,4.0,54.71756,15365
hatchback 4 portas,2015,160.0,4.0,64.3736,23670
minivan de carga,2005,185.0,6.0,38.62416,23165
cupe,2006,211.0,6.0,46.67086,20330
SUV 4 portas,2016,288.0,6.0,35.40548,43660
seda,2015,170.0,4.0,57.93624,26280
cupe,2015,467.0,8.0,40.2335,62400
conversivel,2017,275.0,4.0,48.2802,35605
cupe,2005,200.0,6.0,43.45218,22980
seda,2015,150.0,4.0,69.20162,32600
seda,2001,145.0,4.0,45.06152,22195
perua,2008,200.0,6.0,35.40548,24635
SUV 4 portas,2015,290.0,6.0,40.2335,34250
conversivel,2013,230.0,6.0,43.45218,37200
seda,2012,148.0,4.0,51.49888,17399
conversivel,2015,210.0,4.0,49.88954,29895
seda,2006,126.0,4.0,45.06152,15999
hatchback 2 portas,1994,82.0,4.0,53.10822,2000
SUV Conversível,2014,265.0,6.0,35.40548,41995
perua,2009,155.0,4.0,51.49888,19030
perua,1994,160.0,6.0,41.84284,2000
seda,2002,125.0,4.0,59.54558,16395
picape cabine dupla,2012,320.0,8.0,33.79614,43245
picape cabine estendida,2015,200.0,4.0,40.2335,26885
van de passageiros,2015,275.0,6.0,30.57746,37420
seda,2016,210.0,4.0,53.10822,26920
seda,2016,199.0,4.0,64.3736,25995
conversivel,2014,158.0,4.0,45.06152,29265
seda,2014,210.0,4.0,51.49888,29955
conversivel,2012,265.0,6.0,38.62416,32599
SUV 4 portas,2015,170.0,4.0,51.49888,25095
picape cabine estendida,2015,261.0,6.0,35.40548,23610
picape cabine estendida,2016,381.0,8.0,28.96812,32980
seda,2016,170.0,4.0,61.15492,26280
cupe,2009,155.0,4.0,56.3269,15660
seda,2012,420.0,8.0,37.01482,61700
picape cabine dupla,2015,285.0,6.0,38.62416,35690
picape cabine simples,1999,360.0,8.0,24.1401,5691
picape cabine simples,1994,116.0,4.0,32.1868,2115
seda,2015,310.0,6.0,49.88954,48450
SUV 4 portas,2012,303.0,6.0,33.79614,52000
picape cabine estendida,2017,381.0,8.0,27.35878,42330
picape cabine dupla,2016,381.0,8.0,28.96812,46530
cupe,2003,170.0,6.0,43.45218,21585
conversivel,2015,167.0,4.0,45.06152,29450
perua,2002,197.0,5.0,37.01482,36500
SUV 4 portas,2002,220.0,6.0,33.79614,33955
cupe,2003,225.0,6.0,43.45218,28200
cupe,1996,160.0,6.0,41.84284,2000
picape cabine simples,1991,125.0,6.0,27.35878,2000
picape cabine dupla,2016,355.0,8.0,35.40548,40090
SUV 4 portas,2016,240.0,4.0,41.84284,41955
hatchback 2 portas,2016,201.0,4.0,53.10822,22600
hatchback 4 portas,2013,200.0,4.0,49.88954,28795
SUV 4 portas,2016,184.0,4.0,53.10822,25215
seda,2016,185.0,4.0,54.71756,22205
SUV 4 portas,2015,173.0,4.0,41.84284,26595
picape cabine estendida,2007,295.0,8.0,27.35878,29580
SUV 4 portas,2013,302.0,6.0,38.62416,39090
picape cabine dupla,2016,381.0,8.0,28.96812,34970
perua,2015,250.0,5.0,46.67086,37250
SUV 4 portas,2004,174.0,6.0,30.57746,28330
conversivel,2015,150.0,4.0,64.3736,32225
seda,2013,291.0,4.0,35.40548,37895
SUV 4 portas,2017,310.0,6.0,43.45218,38995
hatchback 2 portas,2013,227.0,5.0,46.67086,25500
seda,2015,240.0,4.0,56.3269,37500
seda,2017,188.0,4.0,65.98294,26480
conversivel,2009,280.0,6.0,38.62416,51330
picape cabine estendida,1994,116.0,4.0,40.2335,2000
seda,2015,321.0,6.0,45.06152,47615
cupe,2015,278.0,6.0,51.49888,32550
SUV 4 portas,2016,270.0,6.0,35.40548,34010
picape cabine dupla,2016,278.0,6.0,37.01482,34700
seda,2009,227.0,6.0,41.84284,33120
hatchback 2 portas,2014,130.0,4.0,61.15492,21840
picape cabine simples,1991,280.0,6.0,25.74944,5667
picape cabine simples,2016,285.0,6.0,35.40548,33360
minivan de passageiros,2017,276.0,6.0,38.62416,26800
hatchback 2 portas,2004,160.0,4.0,49.88954,20925
picape cabine estendida,2007,295.0,8.0,27.35878,28790
seda,2017,241.0,4.0,46.67086,54650
minivan de passageiros,2003,180.0,6.0,38.62416,23790
SUV 4 portas,2016,170.0,4.0,51.49888,30795
SUV 4 portas,2014,260.0,6.0,32.1868,27680
cupe,2014,276.0,6.0,41.84284,69980
seda,2015,304.0,6.0,41.84284,56900
seda,2016,250.0,5.0,46.67086,43400
SUV 4 portas,2010,177.0,4.0,43.45218,31610
SUV 4 portas,2015,200.0,4.0,41.84284,28230
SUV 4 portas,2016,208.0,4.0,56.3269,32500
hatchback 4 portas,2017,137.0,4.0,57.93624,19490
seda,2008,275.0,6.0,37.01482,43900
conversivel,2014,210.0,4.0,46.67086,30495
seda,2014,184.0,4.0,56.3269,22995
seda,2016,138.0,4.0,61.15492,24370
seda,2006,200.0,6.0,40.2335,23755
picape cabine simples,2016,285.0,6.0,38.62416,34590
perua,2006,155.0,4.0,45.06152,16199
SUV 4 portas,2016,365.0,6.0,33.79614,62985
SUV 4 portas,2000,205.0,6.0,28.96812,2452
SUV 4 portas,2016,308.0,6.0,45.06152,53635
seda,2016,250.0,4.0,48.2802,28670
SUV 4 portas,2017,355.0,8.0,35.40548,67730
picape cabine estendida,2016,285.0,6.0,35.40548,39275
SUV 4 portas,2002,155.0,6.0,30.57746,21510
SUV 4 portas,2000,190.0,6.0,32.1868,2623
seda,2015,272.0,4.0,48.2802,42660
picape cabine dupla,2006,300.0,8.0,28.96812,29745
seda,2015,304.0,6.0,45.06152,62015
minivan de passageiros,1990,90.0,4.0,28.96812,2000
seda,2017,310.0,6.0,46.67086,43265
seda,1995,100.0,4.0,41.84284,2000
seda,2015,321.0,6.0,41.84284,43340
cupe,1996,125.0,4.0,53.10822,2108
